Announce Date,Acquirer Ticker,Target Ticker,Deal Description
2015-11-19,TDG US,BZC US,"TransDigm Group Inc and Breeze Eastern Corporation announced on 11/19/2015 a definitive merger agreement providing for Breeze-Eastern to become an indirect wholly-owned subsidiary of TransDigm. TransDigm and Breeze-Eastern both design, manufacture and supply highly engineered aircraft compone..."
2001-07-17,SOV US,MBNK US,Santander Holdings USA Inc acquired Main Street Bancorp Inc/PA for USD 170.49M. The transaction was announced on 7/17/2001 and completed on 3/11/2002.
1998-01-20,1312089D US,BTRY US,Albertson's LLC acquired Buttrey Food & Drug Stores for USD 170.41M. The transaction was announced on 1/20/1998 and completed on 10/5/1998.
2004-03-17,TSFG US,608794Q US,South Financial Group Inc/The acquired Florida Banks Inc for USD 170.13M. The transaction was announced on 3/17/2004 and completed on 7/16/2004.
2002-09-11,KRNY US,0112123Q US,Kearny Financial Corp/MD acquired West Essex Bancorp Inc for USD 170.07M. The transaction was announced on 9/11/2002 and completed on 7/1/2003.
2017-08-14,CSFL US,SBCP US,CenterState Bank Corp acquired Sunshine Bancorp Inc for USD 170.06M. The transaction was announced on 8/14/2017 and completed on 1/2/2018.
2012-03-26,OCLR US,OPXT US,Oclaro Inc acquired Oclaro Fiber Optics Inc for USD 170.00M. The transaction was announced on 3/26/2012 and completed on 7/25/2012.
2000-07-11,2569244D US,3435Q US,El Paso LLC sold Crystal Gas Storage Inc to Enterprise GTM Holdings LP for USD 170.00M. The transaction was announced on 7/11/2000 and completed on 9/1/2000.
2002-05-02,DXLG US,CMALQ US,Destination XL Group Inc acquired Casual Male Corp for USD 170.00M. The transaction was announced on 5/2/2002 and completed on 5/14/2002.
1995-02-07,SGID US,1375Q US,Silicon Graphics Inc/Old acquired Wavefront Technologies Inc for USD 170.00M. The transaction was announced on 2/7/1995 and completed on 6/16/1995.
2006-11-06,NVDA US,2997709Q US,NVIDIA Corp acquired PortalPlayer LLC for USD 169.99M. The transaction was announced on 11/6/2006 and completed on 1/8/2007.
2014-09-03,TDY US,1377691D US,Teledyne Technologies Inc acquired Teledyne Bolt Inc for USD 169.68M. The transaction was announced on 9/3/2014 and completed on 11/19/2014.
1998-04-01,1822785D US,65548Q US,Union Planters Corp acquired Ambanc Corp for USD 169.62M. The transaction was announced on 4/1/1998 and completed on 8/31/1998.
2001-02-13,NFB US,561907Q US,North Fork Bancorporation Inc acquired Commercial Bank of New York for USD 169.54M. The transaction was announced on 2/13/2001 and completed on 11/12/2001.
2014-01-08,ONB US,UBMI US,Old National Bancorp/IN acquired United Bancorp Inc/MI for USD 169.49M. The transaction was announced on 1/8/2014 and completed on 8/1/2014.
2008-08-12,MIDD US,OVEN US,Middleby Corp/The acquired TurboChef Technologies Inc for USD 169.47M. The transaction was announced on 8/12/2008 and completed on 1/6/2009.
2008-05-16,FNSR US,OPTM US,Finisar Corp acquired Optium Corp for USD 169.38M. The transaction was announced on 5/16/2008 and completed on 8/29/2008.
1998-03-31,OCR US,2772740Q US,Omnicare Inc acquired Theorem Clinical Research Inc for USD 169.00M. The transaction was announced on 3/31/1998 and completed on 6/30/1998.
2009-07-02,SNEX US,FCSX US,StoneX Group Inc acquired FCStone Group Inc for USD 168.85M. The transaction was announced on 7/2/2009 and completed on 10/1/2009.
2001-08-27,SCS US,584932Q US,Steelcase Inc acquired PolyVision Corp for USD 168.63M. The transaction was announced on 8/27/2001 and completed on 11/15/2001.
2012-04-16,EBAY US,DRJ US,eBay Inc acquired Dreams Inc for USD 168.44M. The transaction was announced on 4/16/2012 and completed on 6/6/2012.
2005-01-25,IBM US,CRIO US,International Business Machine acquired Corio Inc for USD 168.05M. The transaction was announced on 1/25/2005 and completed on 3/16/2005.
2006-09-14,PRK US,VBAL US,Park National Corp acquired Vision Bancshares Inc/AL for USD 167.19M. The transaction was announced on 9/14/2006 and completed on 3/19/2007.
2005-06-30,MAFB US,3342982Q US,MAF Bancorp Inc acquired EFC Bancorp Inc for USD 166.98M. The transaction was announced on 6/30/2005 and completed on 2/1/2006.
2008-05-21,HNBC US,WFBC US,Harleysville National Corp acquired Willow Financial Bancorp Inc for USD 166.93M. The transaction was announced on 5/21/2008 and completed on 12/8/2008.
2017-05-01,FBNC US,ASBB US,First Bancorp/Southern Pines NC acquired ASB Bancorp Inc for USD 166.69M. The transaction was announced on 5/1/2017 and completed on 10/2/2017.
2006-02-16,8184843Q US,0763967D US,Placer Sierra Bancshares acquired Southwest Community Bancorp for USD 166.28M. The transaction was announced on 2/16/2006 and completed on 6/12/2006.
1998-07-06,8206908Q US,AZAB US,BBVA USA Bancshares Inc acquired Arizona Bank for USD 166.17M. The transaction was announced on 7/6/1998 and completed on 12/15/1998.
2007-01-25,1492800D US,CVBG US,Green Bankshares Inc acquired Civitas BankGroup Inc for USD 166.04M. The transaction was announced on 1/25/2007 and completed on 5/21/2007.
2003-08-28,FBF US,675159Q US,FleetBoston Financial Corp acquired Progress Financial Corp for USD 165.40M. The transaction was announced on 8/28/2003 and completed on 2/2/2004.
2006-11-01,1916526D US,BBNV US,City National Corp/CA acquired Business Bank Corp for USD 165.13M. The transaction was announced on 11/1/2006 and completed on 3/12/2007.
2007-11-02,2370058D US,GBTB US,SunTrust Banks Inc acquired GB&T Bancshares Inc for USD 165.12M. The transaction was announced on 11/2/2007 and completed on 5/1/2008.
2005-11-14,SUSQ US,MTLA US,Susquehanna Bancshares Inc acquired Minotola National Bank for USD 165.00M. The transaction was announced on 11/14/2005 and completed on 5/4/2006.
2008-06-09,WTNY US,PNLC US,Whitney Holding Corp/LA acquired Parish National Corp for USD 165.00M. The transaction was announced on 6/9/2008 and completed on 3/2/2009.
2004-02-05,GCO US,HATS US,Genesco Inc acquired Hat World Corp for USD 165.00M. The transaction was announced on 2/5/2004 and completed on 4/1/2004.
2001-06-11,540513Q US,MWBX US,Banknorth Group Inc acquired Metrowest Bank/MA for USD 164.79M. The transaction was announced on 6/11/2001 and completed on 11/1/2001.
1999-04-27,1526901D US,BVSI US,InterVoice LLC/TX acquired Concentrix CVG Brite Voice Systems LLC for USD 164.76M. The transaction was announced on 4/27/1999 and completed on 8/16/1999.
2001-05-23,3423152Q US,UGS US,Perspecta Enterprise Solutions LLC acquired Unigraphics Solutions Inc for USD 164.65M. The transaction was announced on 5/23/2001 and completed on 9/28/2001.
2000-08-31,FITB US,OFCP US,Fifth Third Bancorp acquired Ottawa Financial Corp for USD 164.63M. The transaction was announced on 8/31/2000 and completed on 12/11/2000.
2001-03-21,CTXS US,SQSW US,Citrix Systems Inc acquired Sequoia Software Corp for USD 164.50M. The transaction was announced on 3/21/2001 and completed on 5/1/2001.
2014-07-15,HOUS US,ZIPR US,Anywhere Real Estate Inc acquired ZipRealty Inc for USD 164.47M. The transaction was announced on 7/15/2014 and completed on 8/15/2014.
2001-09-10,1523873D US,CMSV US,BBX Capital Corp /Old acquired Community Savings Bankshares Inc for USD 164.08M. The transaction was announced on 9/10/2001 and completed on 3/25/2002.
2007-05-13,FLG US,SYNF US,Flagstar Bank FSB acquired Synergy Financial Group Inc for USD 164.02M. The transaction was announced on 5/13/2007 and completed on 10/1/2007.
1998-05-08,390297Q US,FIOW US,Mercantile Bancorporation Inc acquired First Financial Bancorp/Iowa for USD 163.92M. The transaction was announced on 5/8/1998 and completed on 9/29/1998.
2015-02-03,MXL US,1553838D US,"MaxLinear Inc announced the acquisition of Entropic Communications Inc. The transaction was announced on 02/03/2015 and is expected to be completed by 06/30/2015. Financial terms of the transaction are undisclosed. On 09/16/2014, Entropic Communications Inc announced it had hired a financial ..."
2018-06-05,RYZ US,CSTW US,Ryerson Holding Corp acquired Central Steel and Wire Co for USD 163.57M. The transaction was announced on 6/5/2018 and completed on 7/3/2018.
2010-03-16,TIPTL US,TIPT US,Tiptree Financial Partners LP acquired Tiptree Inc for USD 163.43M. The transaction was announced on 3/16/2010 and completed on 8/13/2010.
2002-05-08,OLN US,0047042D US,Olin Corp acquired Chase Industries LLC for USD 163.40M. The transaction was announced on 5/8/2002 and completed on 9/27/2002.
2020-08-10,BBDC US,MVC US,Barings BDC Inc acquired MVC Capital Inc for USD 163.29M. The transaction was announced on 8/10/2020 and completed on 12/24/2020.
2019-08-09,OCFC US,TRCB US,OceanFirst Financial Corp acquired Two River Bancorp for USD 163.04M. The transaction was announced on 8/9/2019 and completed on 1/3/2020.
2007-05-22,BTFG US,PBTC US,BancTrust Financial Group Inc acquired Peoples Banctrust Co Inc for USD 162.65M. The transaction was announced on 5/22/2007 and completed on 10/16/2007.
2011-01-26,SWKS US,AATI US,Skyworks Solutions Inc acquired Advanced Analogic Technologies Inc for USD 162.55M. The transaction was announced on 1/26/2011 and completed on 1/11/2012.
2006-06-05,1740293D US,FBNW US,Sterling Financial Corp/WA acquired FirstBank NW Corp for USD 162.52M. The transaction was announced on 6/5/2006 and completed on 12/1/2006.
2018-11-05,ALTR US,DWCH US,Altair Engineering Inc acquired Datawatch Corp for USD 162.32M. The transaction was announced on 11/5/2018 and completed on 12/14/2018.
1999-11-03,0948669D US,GIBG US,American Greetings Corp acquired Gibson Greetings Inc for USD 162.28M. The transaction was announced on 11/3/1999 and completed on 3/10/2000.
2017-08-14,NBR US,TESO US,Nabors Industries Ltd acquired Tesco Corp for USD 162.23M. The transaction was announced on 8/14/2017 and completed on 12/15/2017.
1999-05-27,CG US,EMPI US,Carlyle Group Inc/The acquired Empi Inc/Old for USD 161.89M. The transaction was announced on 5/27/1999 and completed on 9/1/1999.
2003-01-13,SNPS US,1529158D US,Synopsys Inc acquired Numerical Technologies Inc for USD 161.74M. The transaction was announced on 1/13/2003 and completed on 3/3/2003.
1998-02-19,1718309D US,2697Q US,Platinum Technology International Inc acquired Mastering Inc for USD 161.13M. The transaction was announced on 2/19/1998 and completed on 4/21/1998.
2009-09-08,2537769D US,ITLN US,Qualcomm Atheros Inc acquired Intellon Corp for USD 160.82M. The transaction was announced on 9/8/2009 and completed on 12/16/2009.
1999-06-10,F US,APCO US,Ford Motor Co acquired Auto Protection Corp-Apco for USD 160.67M. The transaction was announced on 6/10/1999 and completed on 7/21/1999.
1998-01-15,ITXG US,OHM US,IT Group Inc/The acquired OHM Corp for USD 160.23M. The transaction was announced on 1/15/1998 and completed on 2/24/1998.
2013-08-15,MBWM US,FBMI US,Mercantile Bank Corp acquired Firstbank Corp for USD 160.15M. The transaction was announced on 8/15/2013 and completed on 6/2/2014.
2010-11-24,BOOT IN,DPHI IN,Abbott India Ltd acquired Solvay Pharma India Ltd for INR 7314.25M. The transaction was announced on 11/24/2010 and completed on 9/30/2011.
2013-02-01,PRGO US,VLCR US,Perrigo Co PLC acquired Velcera Inc for USD 160.00M. The transaction was announced on 2/1/2013 and completed on 5/31/2013.
1999-12-01,SUG US,887192Z US,Southern Union Co acquired Valley Resources Inc for USD 159.83M. The transaction was announced on 12/1/1999 and completed on 9/21/2000.
2013-06-28,PFIS US,PFNS US,Peoples Financial Services Corp acquired Penseco Financial Services Corp for USD 159.65M. The transaction was announced on 6/28/2013 and completed on 12/3/2013.
2000-03-28,WYPT US,YFED US,Waypoint Financial Corp acquired York Financial Corp for USD 159.52M. The transaction was announced on 3/28/2000 and completed on 10/17/2000.
2001-09-20,TTN US,0948617D US,Titan Corp acquired BTG Inc for USD 159.14M. The transaction was announced on 9/20/2001 and completed on 11/28/2001.
1998-06-01,2724037Q US,MDI US,Bradley Real Estate Inc acquired Mid-America Realty Investments Inc for USD 159.00M. The transaction was announced on 6/1/1998 and completed on 8/7/1998.
2020-08-13,BRBS US,BAYK US,Blue Ridge Bankshares Inc acquired Bay Banks of Virginia Inc for USD 158.98M. The transaction was announced on 8/13/2020 and completed on 1/29/2021.
2001-12-17,CAR US,360511Q US,Avis Budget Group Inc acquired Equivest Finance Inc for USD 158.88M. The transaction was announced on 12/17/2001 and completed on 2/12/2002.
2013-04-22,CECO US,MPR US,CECO Environmental Corp acquired Met-Pro Corp for USD 158.72M. The transaction was announced on 4/22/2013 and completed on 8/28/2013.
2012-04-02,RLJE US,,RLJ Entertainment Inc acquired Image Entertainment Inc & Acorn Media Group Inc for USD 158.67M. The transaction was announced on 4/2/2012 and completed on 10/4/2012.
1995-11-22,RPR US,AISX US,Aventis Inc acquired Applied Immune Sciences for USD 158.61M. The transaction was announced on 11/22/1995 and completed on 11/30/1995.
2002-05-07,2674129Q US,3129880Q US,Sky Financial Group Inc acquired Three Rivers Bancorp Inc for USD 158.46M. The transaction was announced on 5/7/2002 and completed on 10/1/2002.
2015-09-02,BHC CN,1570405D US,Bausch Health Cos Inc acquired Synergetics USA Inc for USD 158.34M. The transaction was announced on 9/2/2015 and completed on 10/16/2015.
2004-09-24,NL US,CIX US,Valhi Inc sold CompX International Inc to NL Industries Inc for USD 157.99M. The transaction was completed on 9/24/2004.
2008-03-19,VLY US,GFLS US,Valley National Bancorp acquired Greater Community Bancorp for USD 157.69M. The transaction was announced on 3/19/2008 and completed on 7/2/2008.
2015-10-29,CXW US,CITY US,CoreCivic Inc acquired Avalon Correctional Services Inc for USD 157.50M. The transaction was completed on 10/29/2015.
2002-04-11,540513Q US,0246600Q US,Banknorth Group Inc acquired Bancorp Connecticut Inc for USD 157.39M. The transaction was announced on 4/11/2002 and completed on 9/3/2002.
2000-04-06,BKS US,FNCO US,Barnes & Noble Inc acquired GameStop Inc for USD 157.19M. The transaction was announced on 4/6/2000 and completed on 6/19/2000.
2017-01-10,IART US,DSCI US,Integra LifeSciences Holdings Corp acquired Derma Sciences Inc for USD 156.91M. The transaction was announced on 1/10/2017 and completed on 2/27/2017.
2005-09-06,SNV US,RSBK US,Synovus Financial Corp acquired Riverside Bancshares Inc/Marietta GA for USD 156.88M. The transaction was announced on 9/6/2005 and completed on 3/29/2006.
1999-05-18,MTRM US,210254Q US,MIG LLC acquired PLD Telekom Inc for USD 156.54M. The transaction was announced on 5/18/1999 and completed on 10/1/1999.
2000-09-05,ACTA US,958417Q US,Actua Corp acquired PaperExchange.com Inc for USD 156.34M. The transaction was completed on 9/5/2000.
2022-04-19,REGN US,CMPI US,Regeneron Pharmaceuticals Inc acquired Checkmate Pharmaceuticals Inc for USD 156.25M. The transaction was announced on 4/19/2022 and completed on 6/1/2022.
1999-06-08,HSH US,169511Q US,Hillshire Brands Co/The acquired Chock Full O Nuts Corp for USD 156.17M. The transaction was announced on 6/8/1999 and completed on 10/18/1999.
1997-12-18,14394Z US,PVIS US,MacAndrews & Forbes Inc acquired Panavision Inc for USD 156.12M. The transaction was announced on 12/18/1997 and completed on 6/4/1998.
2016-06-27,9749933D US,RLOC US,"On 06/27/2016, Gannett Co Inc and ReachLocal Inc announced the execution of a definitive merger agreement whereby Gannett would acquire the outstanding shares of ReachLocal Inc,  for USD 4.60 per share in cash, via a tender offer. Initially, ReachLocal will expand Gannett’s digital revenue ..."
